cid,sim,day,budget,start,end,vidCoeff,mobCoeff,reach,demand,OML,OMH,OFL,OFH,YML,YMH,YFL,YFH,completion_percentage,profit,revenue,budgetMillis,tartgetedImps,other,cost,ERR,decision
1165977145,122,0,5.59,1,5,2.5258254676795664,1.7565730273783333,5590,,0,0,0,0,0,0,1,1,1.4723205978396603,??,6.838850020648708,5590,8230.2721419237,0.0,7.050915197157011,1.2234078748924344,
590921257,122,0,1.657,1,5,2.1421335108882693,1.8590215913733026,1657,,0,0,0,1,0,0,0,1,1.1054681603158014,??,1.799238977594421,1657,1831.760741643283,0.0,1.0986463179537402,1.085841265898866,
1480353856,122,0,5.59,1,5,2.9550631548931037,2.3683240560122787,5590,,0,0,0,0,0,0,1,1,1.4589683811651062,??,6.823009784654858,5590,8155.633250712944,0.0,10.875738832229809,1.2205742011904934,
335311361,122,1,7.053,3,7,2.8426823823221277,1.5791863724828081,10490,,1,0,1,0,0,0,0,0,1.5511797536459822,??,8.734325970380999,7053,16271.875615746352,0.0,1.37376581155688,1.2383845130272222,
1705965130,122,5,0.595,7,9,2.0433657431877092,1.7777658712227948,614,,0,0,0,0,0,0,0,1,1.8295101761461514,??,0.7584841708777463,595,1123.319248153737,0.0,0.3450000000000002,1.2747633123995736,
1566999016,122,3,1.187,5,9,2.764160350990525,2.072017513041372,1292,,0,0,0,0,0,1,0,0,2.005032997771037,??,1.5309361770697432,1187,2590.50263312018,0.0,0.0,1.2897524659391264,
1742875385,122,4,0.452,6,10,2.4950788209961043,2.198767051442765,2236,,0,0,0,0,0,0,1,1,2.0012045297276195,??,0.5828399069982128,452,4474.693328470958,0.0,0.0,1.289468820792506,
643170898,122,0,1.58,2,11,2.840991163208468,1.7425040959225646,3256,,0,0,0,1,0,0,0,0,1.2804501802856283,??,1.8500978144324915,1580,4169.145787010006,0.0,0.6861059763373815,1.1709479838180326,
1861017490,122,9,0.083,11,13,2.2847092840595535,1.9437912424251245,310,,0,0,0,0,0,1,0,0,2.013414430692868,??,0.10710051310434973,83,624.1584735147891,0.0,0.0,1.2903676277632496,
1495781940,122,2,1.458,4,13,2.8889586723084273,2.2062555250538964,5304,,0,0,0,1,0,0,0,1,0.041275590461966924,??,0.012032915323587922,1458,218.92573181027257,0.0,0.0,0.008253028342652896,
1655341647,122,7,0.738,9,13,2.3771353099475445,2.3668439155939636,1325,,0,1,0,0,0,1,0,0,2.002681495483689,??,0.951708892765992,738,2653.552981515888,0.0,0.0,1.289578445482374,
195647729,122,6,3.423,8,17,2.7902367527381466,1.7579630413377139,8975,,1,0,0,0,0,0,0,0,1.5313456344265877,??,4.226986748537475,3423,13743.827068978624,0.0,0.0,1.2348778114336765,
543763132,122,11,0.339,13,17,2.7430626500765345,1.6915721862549828,1325,,0,1,0,0,0,1,0,0,2.0018106392951958,??,0.43714519117269823,339,2652.3990970661343,0.0,0.0,1.2895138382675464,
420383930,123,0,5.779,2,4,2.747690553793671,1.8301786388501262,9158,,0,0,0,0,1,0,1,0,1.0524806834666687,??,6.051842539845049,5779,9638.618099187752,0.0,17.345905170452212,1.0472127599662657,
1641307123,123,0,5.882,1,5,2.7441094668703245,1.882884483754219,5882,,0,0,0,0,1,1,0,0,1.3474836526402012,??,7.014779659391061,5882,7925.898844829664,0.0,12.13022101975782,1.192584097142309,
1911753457,123,0,10.952,1,5,2.701402576192693,2.356920075975902,10952,,0,0,1,0,0,0,1,0,1.097143942592538,??,11.831335186940064,10952,12015.920459273475,0.0,1.2220805833645294,1.0802899184569088,
1866644030,123,0,5.59,1,5,2.748254156768331,2.416761437595996,5590,,0,0,0,0,0,0,1,1,0.6825874109169668,??,2.6510082414657896,5590,3815.6636270258446,0.0,5.592039542962794,0.47424118809763677,
84029735,123,0,9.54,1,5,2.4852269276886307,2.451700504448376,9540,,0,0,0,0,1,0,1,0,1.1699577804626133,??,10.71752422522752,9540,11161.397225613331,0.0,7.068399154059573,1.123430212288,
1040542772,123,0,1.932,1,5,2.092078685463542,1.7716832598140975,1932,,0,0,0,0,0,1,0,1,0.35531199828289506,??,0.22299267208493623,1932,686.4627806825532,0.0,0.9245456442176437,0.11542063772512227,
1293125222,123,0,1.932,1,5,2.1222810363589852,1.6999005160009468,1932,,0,0,0,0,0,1,0,1,1.4756184670141723,??,2.364948210321394,1932,2850.894878271381,0.0,3.6938464562178646,1.2240932765638686,
2040423391,123,0,9.54,1,5,2.7510900297234184,1.6476631773472188,9540,,0,0,0,0,1,0,1,0,1.4883343323718434,??,11.702566941493721,9540,14198.709530827386,0.0,24.964654677686557,1.2266841657750234,
1412592614,123,0,7.02,1,5,2.8799231993171435,1.6388404026024637,7020,,0,0,1,1,0,0,0,0,1.852249189590981,??,8.964281659815263,7020,13002.789310928687,0.0,8.516052950173469,1.2769631994038837,
64839082,123,1,0.577,3,7,2.9793760839416232,2.3990674585031098,640,,0,0,0,0,0,0,0,1,1.5274096120772322,??,0.7121117218633701,577,977.5421517294286,0.0,0.2840462948325308,1.2341624295725653,
1370547560,123,2,1.196,4,8,2.80666378337565,2.373375603720024,4589,,0,0,0,0,1,1,1,1,0.45709054470493693,??,0.21893089421302878,1196,2097.5885096509555,0.0,1.199501027261607,0.18305258713463946,
1247053910,123,4,0.127,6,10,2.4339595171391144,2.3403295036747074,773,,0,0,0,0,0,1,0,1,2.003776983275162,??,0.16378676849440885,127,1548.9196080717002,0.0,0.0,1.2896595944441642,
1603137697,123,7,0.295,9,11,2.778456519343066,2.466071745704305,1440,,0,0,1,0,0,0,0,0,2.0044696885515134,??,0.38046469670798394,295,2886.436351514179,0.0,0.0,1.2897108362982508,
487048759,123,6,3.646,8,12,2.2056776732892325,2.139986941304526,12390,,1,1,0,0,1,1,0,0,1.503364740878351,??,4.483282910321809,3646,18626.68913948277,0.0,6.467527710602004,1.2296442430942975,
528081876,123,3,10.398,5,14,2.0490467630643048,2.3788645662218295,40352,,0,0,1,1,0,0,1,1,1.1404530102260764,??,11.51415150108685,10398,46019.55986864263,0.0,6.790706853551294,1.1073429025857713,
503359955,123,8,4.606,10,14,2.7293813636747695,1.6119468508418415,12390,,1,1,0,0,1,1,0,0,0.25745764620313055,??,0.3237184010974739,4606,3189.9002364567878,0.0,0.0,0.07028189342107553,
